id,sigma_N_per_m,mu_Pa_s,rho_kg_per_m3,Dn_mm,outcome,R_m,R_std_m,Vi_m_per_s,Vi_std_m_per_s,Vo_m_per_s,Vo_std_m_per_s,ho_m,cor,We,Bo,Oh,cor_from_velocities
174,0.0187,0.00174,870,0.6,b,0.00032391723596533045,7.604262487710352e-07,0.6779604708310871,0.00021417108774842634,0.16237118643635973,5.738121050800118e-05,0.0008066737690934935,0.2792260344824914,6.926605433205665,0.04788668451121816,0.023969103447539514,0.23949948916242092
175,0.0187,0.00174,870,0.6,b,0.0003266923933890391,8.214052998047523e-07,0.18668068342021404,1.6230410580926922e-05,0.043955152229434705,6.982881758860003e-06,0.0003290747691421497,0.23828752559145586,0.5296822661673893,0.04871073678907318,0.023867081020956245,0.23545634944185756
176,0.0187,0.00174,870,0.6,b,0.00015635703014293365,3.909303332857875e-07,0.1346971383570949,1.5256412736176524e-05,0.05538955842036262,1.0639891444080074e-05,0.00015957717498233387,0.4154280490025708,0.13198111631143244,0.011157874674485124,0.03449928642291693,0.41121555436107066
177,0.0187,0.00174,870,0.6,b,0.00015690455468994296,1.3465169243027612e-07,0.05419407337278904,9.594232148247113e-06,0.021650282755462512,2.35856387622041e-05,0.00016187627844524384,0.43910036964439314,0.02143960534458648,0.011236155859033157,0.034439040518400486,0.3994953951243895
178,0.0187,0.00174,870,0.6,b,0.0003172064719883027,1.126241521547127e-06,0.6770574953713359,0.00022359032154757109,0.18872630931404022,4.446162609939021e-05,0.000353568815651593,0.2815226996799815,6.765046504558649,0.04592305091056112,0.024221319524512286,0.27874487854319113
179,0.0187,0.00174,870,0.6,b,0.000318822634523363,1.149041864213963e-06,0.18502415106491787,2.1687155976644175e-05,0.044289936363488325,7.03846150846574e-06,0.000320583887748847,0.24147302839520893,0.5077894022183252,0.046392197624910245,0.024159850670266506,0.23937381205953318
180,0.0187,0.00174,870,0.6,b,0.00015012760932849105,6.673967191760394e-07,0.13072853831320816,2.2334405560336992e-05,0.0551952347764756,9.455289474698086e-06,0.0001533410256399334,0.4265590366627562,0.11936555607003062,0.010286503806471526,0.03520777128225801,0.4222125902167985
181,0.0187,0.00174,870,0.6,b,0.00032206277546596615,1.1194807485948315e-06,0.6689752020274706,0.00023871067405858287,0.18641261989971913,4.5612363137670145e-05,0.0003669366901777907,0.28216194918329196,6.705608841304929,0.04733994139918067,0.024038012300518104,0.27865400591046774
182,0.0187,0.00174,870,0.6,b,0.00032273493369297995,1.2859559849856495e-06,0.18327037317912714,2.48894340198411e-05,0.043348868773233906,6.837030411929774e-06,0.00032383165173598317,0.23787998391857312,0.5043222761498658,0.04753774839989727,0.02401296733711719,0.23652960389219613
183,0.0187,0.00174,870,0.6,b,0.0003258249678563982,1.0157254224826787e-06,0.6749691019859735,0.00022393552205685123,0.16013559088444562,5.3755084158327194e-05,0.0008123320059051722,0.2779185708863069,6.906051177904846,0.04845240911947289,0.02389882989959781,0.23724877244495465
