id,sigma_N_per_m,mu_Pa_s,rho_kg_per_m3,Dn_mm,outcome,R_m,R_std_m,Vi_m_per_s,Vi_std_m_per_s,Vo_m_per_s,Vo_std_m_per_s,ho_m,cor,We,Bo,Oh,cor_from_velocities
11,0.0187,0.00174,870,1.0,b,0.00044295377849279177,2.7589836281236817e-06,0.42629885675164697,5.509046994632414e-05,0.08383481392309465,9.072885462207519e-06,0.0005826813956732243,0.23186071,3.7451084,0.08954956,0.02049697,0.19665737
12,0.0187,0.00174,870,1.0,b,0.000451117872137519,6.868879919338299e-07,0.41168073203521294,4.009017474371395e-05,0.08995828776972876,7.632925426033235e-06,0.00047640527007767475,0.22511346,3.5570401,0.09288097,0.02031065,0.21851469
13,0.0187,0.00174,870,1.0,b,0.00044897685856827585,1.5672501504127395e-06,0.455104279501639,2.8112289027632016e-05,0.10915770362667035,9.352718061210928e-06,0.0004631133743938216,0.24262757,4.32636784,0.09200143,0.02035902,0.23985207
14,0.0187,0.00174,870,1.0,b,0.0004462728963929001,7.605668063914707e-07,0.45023438904913626,5.948825093710714e-05,0.10813463131677647,1.9528353987215754e-05,0.00044500010142937063,0.23991748,4.20877282,0.09089661,0.0204206,0.24017408
15,0.0187,0.00174,870,1.0,b,0.00044494938979388487,1.976219371752176e-06,0.4615882785746761,7.956059540356547e-05,0.10870332555436701,1.0663820338798084e-05,0.00048803351198858984,0.24377639,4.41060134,0.09035827,0.02045095,0.23549845
16,0.0187,0.00174,870,1.0,b,0.00044495364628552547,1.492852688946121e-06,0.5038935422232962,5.543494540943077e-05,0.12471610517429417,9.373713622772587e-06,0.0004991545835502475,0.25582585,5.25617724,0.09035999,0.02045085,0.24750487
17,0.0187,0.00174,870,1.0,b,0.0004468793086066255,1.1973397746798113e-06,0.5014260968608096,6.508231359784073e-05,0.12384735745950706,0.00024031654811795935,0.0005052474120370587,0.25604471,5.22735216,0.0911438,0.02040674,0.24699025
18,0.0187,0.00174,870,1.0,b,0.00044104632219826265,1.293989258390381e-06,0.5053699128167755,7.3185955183795e-05,0.08998717711283001,1.0604460541576243e-05,0.0008852658847898738,0.25657648,5.24059522,0.08877998,0.02054124,0.178062
19,0.0187,0.00174,870,1.0,b,0.0004475239572031086,4.785995579353396e-07,0.5376361314272685,8.095738934509191e-05,0.09942489393421695,6.20678685817532e-06,0.0009742451137752865,0.2644829,6.01825839,0.09140695,0.02039204,0.18492971
20,0.0187,0.00174,870,1.0,b,0.0004429179977567532,2.6616513233222e-06,0.5413438819049105,6.642185286233308e-05,0.10278546540892973,5.891942675104058e-06,0.0009632302698430614,0.26624431,6.03875541,0.0895351,0.0204978,0.18987093
21,0.0187,0.00174,870,1.0,b,0.00044411177731707677,5.300696595264556e-07,0.5349118054506015,7.367640747896106e-05,0.09887550499300479,6.173628273414385e-06,0.0009639286979746998,0.26421842,5.91199832,0.09001839,0.02047023,0.1848445
22,0.0187,0.00174,870,1.0,b,0.00044539129037975627,1.9975438464995363e-07,0.562595145907984,7.508897066857018e-05,0.10821121408056826,5.074497757725491e-06,0.0010124571109656863,0.26860201,6.55860276,0.09053783,0.0204408,0.19234296
23,0.0187,0.00174,870,1.0,b,0.0004444045198641685,6.274617626344626e-07,0.5653427350183126,8.405558285524483e-05,0.10960536817124855,5.059144360699195e-06,0.0010166683443136803,0.2696603,6.60814775,0.0901371,0.02046348,0.1938742
24,0.0187,0.00174,870,1.0,b,0.00044400790899496557,4.3544475017087716e-07,0.5642648387484639,9.192512994235277e-05,0.10961102208468583,5.004054136742902e-06,0.001014999932162284,0.27003756,6.57709825,0.08997629,0.02047262,0.19425457
25,0.0187,0.00174,870,1.0,b,0.0004427872216768485,8.197104202028072e-07,0.5933152723984187,9.771223684962234e-05,0.1187942491346978,5.230521955394862e-06,0.001070420733624251,0.27398841,7.25176598,0.08948223,0.02050082,0.20022112
26,0.0187,0.00174,870,1.0,b,0.000445167127228925,5.000758052042787e-07,0.5948300669667734,7.921109544742038e-05,0.11917401882656668,5.185186786045065e-06,0.0010707476932899033,0.27354957,7.32801852,0.09044672,0.02044595,0.20034969
27,0.0187,0.00174,870,0.8,b,0.0003503648013163768,3.88480062909878e-06,0.18027918726074113,1.25893231565911e-05,0.034492168792191136,1.2540005718060794e-05,0.0003513760542161115,0.19291518,0.52977236,0.05602574,0.02304669,0.1913264
28,0.0187,0.00174,870,0.8,b,0.0003528050129424651,3.5498554362343484e-06,0.1796596994224482,2.2668775536050822e-05,0.03556309559856672,1.0625841524453324e-05,0.00035311719577450984,0.19842573,0.52980217,0.05680887,0.02296685,0.19794698
29,0.0187,0.00174,870,0.8,b,0.0003549206376238697,3.067721848270109e-06,0.17613244412924473,3.792097086595514e-05,0.032811823155837604,9.66397067728693e-06,0.0003558921642749814,0.18793252,0.51225667,0.05749223,0.0228983,0.18629063
30,0.0187,0.00174,870,0.8,b,0.0003483656167383185,1.3277009372664318e-06,0.2248174629986176,2.2395671383940716e-05,0.04871990176695769,7.218257922690816e-06,0.0003513816700090754,0.21939337,0.81916807,0.0553882,0.02311273,0.21670871
31,0.0187,0.00174,870,0.8,b,0.00035582963395709634,2.297441310279657e-06,0.22268764207156458,1.4196024431690643e-05,0.04643646736603739,7.87238028727944e-06,0.0003574512797831434,0.21006013,0.82094109,0.0577871,0.02286903,0.20852737
32,0.0187,0.00174,870,0.8,b,0.0003554469285329468,2.4739099716978654e-06,0.22887049663436632,1.5745992664862106e-05,0.047966359999070736,7.422719102291363e-06,0.0003558642344819978,0.20995118,0.86622764,0.05766286,0.02288134,0.20957861
33,0.0187,0.00174,870,0.8,b,0.0003545194990752386,1.852141025734185e-06,0.2293331022234121,1.6722789639781e-05,0.04826417930765692,8.243490377387015e-06,0.00035458149181463066,0.21050942,0.86746361,0.05736235,0.02291125,0.21045448
34,0.0187,0.00174,870,0.8,b,0.0001682441292592906,2.563794157759969e-07,0.13415546461251673,8.108970932441054e-06,0.05474182572812569,1.088015976281312e-05,0.00016847602249910062,0.40835732,0.14087512,0.01291893,0.03325821,0.40804768
35,0.0187,0.00174,870,0.8,b,0.0003609245185869082,1.1404143318586988e-06,0.3009411771878654,2.131428210268182e-05,0.03856054741355757,9.307268681637151e-06,0.0005019702730704163,0.216735,1.52074803,0.05945377,0.02270705,0.12813317
36,0.0187,0.00174,870,0.8,b,0.00035829371497308956,1.7181856492142378e-06,0.2893160367697134,1.9487589543668805e-05,0.061708419088367265,6.1000035492321125e-06,0.0003594432648566339,0.21392142,1.39528155,0.05859021,0.02279026,0.2132907
37,0.0187,0.00174,870,0.8,b,0.0003581925347981933,6.642839556788552e-07,0.26517550266587586,3.809225546627849e-05,0.102847563712553,7.138266269348538e-05,9.26421917437672e-05,0.27628263,1.17182019,0.05855712,0.02279348,0.38784715
38,0.0187,0.00174,870,0.8,b,0.00035858436717750965,1.4463598826710803e-06,0.30410389827616835,2.0679599908157865e-05,0.0655680148605211,5.621929565513047e-06,0.0003613944868748459,0.21698871,1.54281187,0.0586853,0.02278102,0.21561057
39,0.0187,0.00174,870,0.8,b,0.00035993674624180386,6.417602045981485e-07,0.35460879280536345,3.810114887159153e-05,0.0763915381834172,6.810023128556455e-06,0.00037879376516436486,0.22214874,2.10573072,0.05912879,0.02273818,0.21542483
40,0.0187,0.00174,870,0.8,b,0.00035860620786052917,1.2946862862660438e-06,0.3508613907814812,2.4436902697748447e-05,0.0766560764702328,7.326503037679266e-06,0.00036861993705896643,0.22210206,2.05384001,0.05869245,0.02278033,0.21847966
41,0.0187,0.00174,870,0.8,b,0.00035263261852521344,5.247641826793345e-07,0.3603621898975201,3.4602708375548275e-05,0.08081057140674078,5.5279505275698135e-06,0.00035364693990187616,0.22458963,2.1304854,0.05675337,0.02297246,0.2242482
42,0.0187,0.00174,870,0.8,b,0.0003542808246418477,8.693899410706278e-07,0.36202865871020007,4.8105133140698635e-05,0.08093149973771933,5.6888659261727474e-06,0.00035979987891788357,0.22539028,2.16028572,0.05728514,0.02291896,0.22354998
43,0.0187,0.00174,870,0.8,b,0.0003542218734189088,2.1644895037180268e-06,0.37595658876954635,3.624506595552644e-05,0.0823961472337453,5.796794024467346e-06,0.00037350227520623237,0.225187,2.32931607,0.05726607,0.02292087,0.21916399
44,0.0187,0.00174,870,0.8,b,0.00035444703300504095,7.764244499607091e-07,0.3637705168769492,4.036714739525757e-05,0.08172069192431455,6.203300328262568e-06,0.0003578124684860621,0.22575688,2.18214691,0.0573389,0.02291359,0.22464902
45,0.0187,0.00174,870,0.8,b,0.0003526191728644764,4.426435076963861e-07,0.41702789435105364,3.43470411747895e-05,0.09743157091856834,5.853619758453657e-06,0.00035479535440123154,0.23415804,2.85307888,0.05674904,0.0229729,0.23363322
46,0.0187,0.00174,870,0.8,b,0.00035179456984119355,1.3869578523861337e-06,0.09560369965242688,1.277728861629904e-05,0.008712052139966488,9.23954948980574e-05,0.0003525363676676351,0.09948074,0.14959469,0.05648393,0.02299981,0.09112673
47,0.0187,0.00174,870,0.8,b,0.00035443919603189483,3.583202427388035e-07,0.4093248215150892,2.9086202723495853e-05,0.09465166530600741,5.951224803956338e-06,0.0003574017009190549,0.23198743,2.76283883,0.05733636,0.02291384,0.23123852
48,0.0187,0.00174,870,0.8,b,0.00035336524920715514,1.1929591695235943e-06,0.09206491778990636,3.421367902357452e-05,0.007110477721096572,9.544759622213715e-05,0.000353951283713071,0.08556592,0.1393445,0.05698943,0.02294864,0.0772333
49,0.0187,0.00174,870,0.8,b,0.00035423192893138845,8.381223685673008e-07,0.4131022267027479,3.997974120502275e-05,0.09530094196946275,5.66319788262499e-06,0.00035812614004768694,0.23166411,2.81242158,0.05726932,0.02292055,0.23069578
50,0.0187,0.00174,870,0.8,b,0.0003531917548632955,1.4083419124936242e-06,0.09332932936936601,1.4333158207007289e-05,0.009588990571278657,0.00010731533268102366,0.0003535596866045151,0.10670055,0.14312796,0.05693348,0.02295427,0.10274359
51,0.0187,0.00174,870,0.8,b,0.0003559895901313543,1.4997169407700693e-06,0.4775962739723329,4.578456943912527e-05,0.11652450904604843,7.46801774349113e-06,0.00035895182087985626,0.2445028,3.77778123,0.05783906,0.02286389,0.24398119
52,0.0187,0.00174,870,0.8,b,0.0003546592000629823,1.9513080564817062e-06,0.11596171467677255,6.181584705961186e-06,0.016900809176254427,2.8184362123026064e-05,0.00035572163920540234,0.15096913,0.22187999,0.05740756,0.02290674,0.14574473
53,0.0187,0.00174,870,0.8,b,0.00035187485838019045,3.8118051525160245e-07,0.4573477933007644,4.764129969345029e-05,0.1085299278585462,6.671879766890179e-06,0.0003698349663792105,0.2408263,3.4241995,0.05650972,0.02299719,0.23730283
54,0.0187,0.00174,870,0.8,b,0.0003502643707808363,1.5419032499719979e-06,0.10738910456552828,9.416388243813183e-06,0.01635702015063481,3.50053220845521e-05,0.00035048003224089514,0.15351515,0.18792911,0.05599362,0.02305,0.15231545
55,0.0187,0.00174,870,0.8,b,0.00035611217707236513,2.325041157037827e-07,0.45295845170136984,4.739599451951241e-05,0.10788661620962221,5.83980752489275e-06,0.00036128797926776905,0.2392189,3.39923512,0.0578789,0.02285996,0.23818215
56,0.0187,0.00174,870,0.8,b,0.000355321983729298,1.831963097735201e-06,0.10650590235678022,7.342741756033984e-06,0.015708041515272102,3.10115887579688e-05,0.00035629132904564713,0.15306364,0.18751978,0.05762233,0.02288536,0.14748517
57,0.0187,0.00174,870,0.8,b,0.00035318462954092995,8.402300899966699e-07,0.5263914608349524,7.559391509214223e-05,0.12691151606553422,8.992020072387172e-06,0.00043528260465939563,0.25286567,4.55299436,0.05693119,0.0229545,0.24109722
58,0.0187,0.00174,870,0.8,b,0.0003529540235641929,1.3419218802473287e-06,0.13195077049521095,8.97159404267215e-06,0.025127298746685144,1.6311237605251297e-05,0.0003539567912272734,0.19337354,0.28590361,0.05685687,0.022962,0.19042934
59,0.0187,0.00174,870,0.8,b,0.00035274391864158027,2.916070741661261e-07,0.4972182082165567,8.452959082799023e-05,0.11908363788424603,7.915384755563731e-06,0.00040598857863263847,0.24816458,4.05724496,0.0567892,0.02296884,0.23949975
60,0.0187,0.00174,870,0.8,b,0.0003504280680898932,1.4301956815342186e-06,0.1214501266433962,1.3452333443197782e-05,0.016623786117150815,2.827206834275173e-05,0.00036123491304877894,0.18196221,0.24047641,0.05604597,0.02304461,0.13687747
61,0.0187,0.00174,870,0.8,b,0.00035628498928160656,2.0940063076851454e-06,0.5140864377571028,6.011170149170736e-05,0.12586840121660103,8.087087564642795e-06,0.0004124485693715424,0.25321059,4.38073987,0.05793509,0.02285441,0.24483898
62,0.0187,0.00174,870,0.8,b,0.0003557149805389039,1.4608494199302034e-06,0.12820691361858086,9.38282011117051e-06,0.02332939213492074,1.3417666371508485e-05,0.00035713879023464395,0.18657818,0.27202116,0.05774986,0.02287272,0.18196672
63,0.0187,0.00174,870,0.8,b,0.00035234371192396143,8.008629923383024e-07,0.5323598429701014,6.74299598121616e-05,0.13322310903552734,8.753049852184363e-06,0.0003891721399094841,0.25529339,4.64573837,0.05666041,0.02298188,0.25025011
64,0.0187,0.00174,870,0.8,b,0.0003511635828997534,1.6640601513832105e-06,0.13442098161639163,7.209881550996503e-06,0.026607619988837882,1.898007871631905e-05,0.00035130022255849624,0.19831688,0.29520332,0.05628149,0.02302046,0.19794246
65,0.0187,0.00174,870,0.8,b,0.00034994610839044214,3.5104913560023285e-07,0.53075893464508,6.945040509549368e-05,0.13250162197928972,8.466310198877208e-06,0.0003902371310742325,0.25520399,4.58641598,0.05589192,0.02306047,0.24964558
66,0.0187,0.00174,870,0.8,b,0.00034816198858134823,1.6361655983940838e-06,0.13393676628457352,8.47301665168985e-06,0.02632832435411615,1.944395272863036e-05,0.0003497555410193957,0.20095705,0.29057525,0.05532346,0.02311948,0.19657279
67,0.0187,0.00174,870,0.8,b,0.0003511694890199798,1.0258843996608945e-06,0.5299280089393352,8.095801642462111e-05,0.10749201459116084,6.4087073278901335e-06,0.0006967466953944649,0.25551754,4.5880503,0.05628338,0.02302027,0.20284267
68,0.0187,0.00174,870,0.8,b,0.00034940086838915413,1.6003283446719032e-06,0.13418162464040673,8.990393613018561e-06,0.026635111944066522,1.3194159161308693e-05,0.00035049569221029585,0.20148318,0.29267641,0.05571788,0.02307846,0.19850044
69,0.0187,0.00174,870,0.8,b,0.0003523005510899869,8.232241789714282e-07,0.5830220254099566,9.661782324746053e-05,0.1495894650768734,9.12484876414879e-06,0.0004420143351628797,0.26647619,5.57135577,0.05664653,0.02298329,0.25657601
70,0.0187,0.00174,870,0.8,b,0.0003520438425800381,1.873339266297295e-06,0.15329015053716347,5.218584040123398e-06,0.03225697253167476,1.1093684380314654e-05,0.0003536358285807109,0.21356589,0.38486011,0.05656401,0.02299167,0.21043082
71,0.0187,0.00174,870,0.8,b,0.0003540752676302693,1.976881544183877e-06,0.5907621856256844,0.00010196286393414353,0.1417102614623136,8.324856750658811e-06,0.0006013939827721986,0.26729138,5.74908349,0.05721868,0.02292562,0.239877
72,0.0187,0.00174,870,0.8,b,0.00035467262596962335,1.078780742023786e-06,0.15596916462246735,6.6631006009503424e-06,0.032129577171839285,9.420228816277506e-06,0.00035621509348566106,0.20899728,0.40140503,0.05741191,0.0229063,0.20599955
73,0.0187,0.00174,870,0.8,b,0.00035585608959090283,4.832797340099613e-07,0.5837149236392214,9.800720656313178e-05,0.1504083522587096,9.357684109930765e-06,0.00042807905879909265,0.26562173,5.64096808,0.05779569,0.02286818,0.25767433
74,0.0187,0.00174,870,0.8,b,0.000356416513784497,9.543761005665971e-07,0.15354430697195362,1.5925145824229256e-05,0.004306609798370687,3.368473314562467e-05,0.0004063185423690938,0.20570738,0.39093351,0.05797787,0.02285019,0.02804799
75,0.0187,0.00174,870,0.8,b,0.0003640924950543908,4.1410028254522256e-07,0.5922213984133886,7.198045727685085e-05,0.12825749765545333,5.877181182213143e-06,0.0007967311532785196,0.26665505,5.9409728,0.06050205,0.02260804,0.21657018
76,0.0187,0.00174,870,0.8,b,0.00035803779575317913,4.97714770386965e-07,0.5871646903615666,7.221126196619142e-05,0.12773296211889676,5.617661338819808e-06,0.0007719361350865568,0.26623101,5.74283559,0.05850654,0.0227984,0.21754197
77,0.0187,0.00174,870,0.8,b,0.00035814782933836053,1.209799044067498e-06,0.15442155094663387,1.3220453660411502e-05,0.031663787621956485,1.1348583211865915e-05,0.00036023642491768654,0.20919613,0.39733405,0.0585425,0.0227949,0.20504772
78,0.0187,0.00174,870,0.8,b,0.0003569411221154621,5.826827517363277e-07,0.5853473349989389,8.424924531554868e-05,0.12734032219386393,5.3470455616924564e-06,0.0007715845981592283,0.2665898,5.68985923,0.05814867,0.0228334,0.2175466
79,0.0187,0.00174,870,0.8,b,0.00035643102430235255,1.1719078927803863e-06,0.15379472726977872,1.4754926868650878e-05,0.03165539458945727,1.0414077349106604e-05,0.00035823996616001847,0.20944221,0.39222569,0.0579826,0.02284973,0.20582887
80,0.0187,0.00174,870,0.8,b,0.00035631022063723237,3.85633024110072e-07,0.6179259323262497,8.86994937454893e-05,0.13868929821801926,1.832094879664189e-05,0.0008099872722127437,0.27145242,6.32963649,0.0579433,0.0228536,0.22444324
81,0.0187,0.00174,870,0.8,b,0.0003576097974079364,1.1718810206337256e-06,0.1653539621126211,7.148465132020497e-06,0.0352720993845752,9.417491279516783e-06,0.00035878793539660154,0.21528519,0.45490034,0.05836674,0.02281204,0.2133127
82,0.0187,0.00174,870,0.8,b,0.0003562875963039064,5.608008804439382e-07,0.6133439067174306,0.00010557851197352848,0.13780714896580396,1.6220903661009917e-05,0.0008132471284347702,0.27260651,6.2357179,0.05793594,0.02285433,0.2246817
83,0.0187,0.00174,870,0.8,b,0.0003570500474728537,1.1997185633629528e-06,0.1639094837748222,8.00606625113602e-06,0.03431758535534726,8.824829838090109e-06,0.00035881728575428725,0.21242884,0.44628769,0.05818417,0.02282991,0.20936913
84,0.0187,0.00174,870,0.8,b,0.00035917521274305005,5.569130680169106e-07,0.6160902923009103,0.0001002879363025143,0.16470274915961283,1.7890770964081624e-05,0.00041467096321033274,0.27264779,6.34267904,0.05887886,0.02276227,0.26733541
85,0.0187,0.00174,870,0.8,b,0.0003600180915689551,1.2004518480529686e-06,0.1647747630559196,7.636869963970899e-06,0.034149883566225184,9.923366024800063e-06,0.0003603949942625639,0.20790795,0.45476116,0.05915552,0.02273561,0.20725191
86,0.0187,0.00174,870,0.8,b,0.00035756446977262883,4.2219406542244776e-07,0.6452833185481175,6.682262614964267e-05,0.14773575829306718,2.085959236863995e-05,0.0008484109206027548,0.27485467,6.9268037,0.05835195,0.02281349,0.22894712
87,0.0187,0.00174,870,0.8,b,0.0003590035456745755,1.2353944887410956e-06,0.17548169169608616,6.086979495924577e-06,0.03657796021280626,8.652122829454774e-06,0.00035960288257328143,0.20935715,0.51432781,0.05882259,0.02276772,0.20844317
88,0.0187,0.00174,870,0.8,b,0.0003555377835114552,6.922676932505721e-07,0.639817929653926,8.07869462720057e-05,0.17390598007637767,2.2616806905747265e-05,0.00041153971936254186,0.2766988,6.77136492,0.05769234,0.02287842,0.27180542
89,0.0187,0.00174,870,0.8,b,0.00035586898591238804,1.3945334395291629e-06,0.17288359111278276,6.474672693326365e-06,0.03595602855148343,9.875464649148795e-06,0.00035791327870541564,0.21117978,0.49485201,0.05779988,0.02286777,0.20797826
90,0.0187,0.00174,870,0.8,b,0.00035475294186314277,6.951705042858292e-07,0.6409410587675328,9.314780580481124e-05,0.14751743961073385,2.0237107773441948e-05,0.0008325430012352424,0.27530289,6.78015838,0.05743791,0.02290371,0.23015757
91,0.0187,0.00174,870,0.8,b,0.0003554285597017539,1.3485103127472254e-06,0.173289963170107,6.9144276357258494e-06,0.03644726099366221,9.83146342877287e-06,0.00035608787739352783,0.21134686,0.49656578,0.0576569,0.02288193,0.21032529
92,0.0187,0.00174,870,0.8,b,0.0003578861166067054,7.659944251789901e-07,0.6729531736873533,0.00010667538257930117,0.1566316084672674,3.0109314477764944e-05,0.0008900402408079735,0.27790082,7.54036187,0.05845698,0.02280323,0.23275261
93,0.0187,0.00174,870,0.8,b,0.0003576141069810915,6.704582938873345e-07,0.18277533618443745,2.228743668163452e-05,0.03949074767612365,8.082435236427541e-06,0.00035946034691247415,0.21855654,0.55581143,0.05836815,0.0228119,0.21606169
94,0.0187,0.00174,870,0.8,b,0.00035549764451300116,8.227496245395788e-07,0.6664342211049983,0.00011880577075794354,0.15596250036761705,2.888070490267891e-05,0.0008654015478656196,0.27801668,7.34562838,0.05767932,0.02287971,0.23402535
95,0.0187,0.00174,870,0.8,b,0.00035641760597380405,1.1709050517096458e-06,0.18242366593184225,1.0756607758760668e-05,0.03780416770606666,1.1112737902456873e-05,0.00035686627269724056,0.20787005,0.55182218,0.05797823,0.02285016,0.2072328
96,0.0187,0.00174,870,0.8,b,0.00035760529369240193,5.716864214197704e-07,0.6666627660786332,7.491218073369836e-05,0.18413229803142342,2.7383842391170232e-05,0.00040205385458728926,0.27972965,7.39424753,0.05836527,0.02281218,0.27620006
97,0.0187,0.00174,870,0.8,b,0.0003586652289045675,1.0308205712229496e-06,0.18226408749180695,6.9776671900548885e-06,0.03839691868754744,9.550894979498282e-06,0.0003587940235776804,0.21084686,0.55433096,0.05871177,0.02277845,0.2106664
98,0.0187,0.00174,870,0.8,b,0.00017018033341580516,2.9238604670713433e-07,0.13201102945086887,1.1616238563973982e-05,0.05501668767495733,1.116787265041721e-05,0.00017039944766492459,0.41705412,0.13797724,0.01321799,0.03306847,0.41675827
99,0.0187,0.00174,870,0.8,b,0.00017089551764859983,1.5538981893563526e-07,0.052171625607933605,2.101150110444497e-05,0.018830353100709032,5.275422064805147e-05,0.00017643230140835741,0.41253084,0.02164099,0.01332932,0.03299921,0.36093093
100,0.0187,0.00174,870,0.8,b,0.0003573176581223326,5.051424863711137e-07,0.6834233376029346,8.763104121946313e-05,0.16069166703835788,3.0393867016080684e-05,0.0008840760508863394,0.27823083,7.76446855,0.05827142,0.02282136,0.23512757
101,0.0187,0.00174,870,0.8,b,0.0003585012118197366,9.165854917357943e-07,0.1881556689551835,1.364554897984588e-05,0.03918712910913416,7.085713342346832e-06,0.00036075147096185234,0.21124243,0.59047687,0.05865809,0.02278366,0.20826972
102,0.0187,0.00174,870,0.8,b,0.00035388483896997834,8.679297104623194e-07,0.6771003499316439,0.00012297420030342443,0.18714914244249453,2.809837765371868e-05,0.0004136992010829388,0.28099035,7.54823964,0.05715715,0.02293178,0.27639794
103,0.0187,0.00174,870,0.8,b,0.00035399546164554315,1.1361400682438018e-06,0.18673641168531038,1.717886853294943e-05,0.03916256323099776,7.408562135614193e-06,0.00035671367611485506,0.21333623,0.57429278,0.05719289,0.0229282,0.20972109
104,0.0187,0.00174,870,0.6,b,0.00033375591859458747,3.0612217382028943e-06,0.14682506201552575,2.3609733758144966e-05,0.032245323202520555,1.0624812233964025e-05,0.00033429907219819315,0.22073987,0.33473953,0.05083989,0.02361317,0.2196173
105,0.0187,0.00174,870,0.6,b,0.00015488430579190313,2.4025344708082204e-07,0.1362068740836998,1.020272141060745e-05,0.035643642773300684,9.17135620012558e-06,0.000254079520633107,0.41639438,0.13368513,0.01094867,0.03466292,0.26168755
106,0.0187,0.00174,870,0.6,b,0.00015473000227993723,1.4044822606889958e-07,0.05432743448072293,1.321774810632041e-05,0.022075917781499185,2.0137057374649923e-05,0.00015823245027782982,0.4340535,0.02124666,0.01092687,0.0346802,0.40634935
107,0.0187,0.00174,870,0.6,b,0.000155695698092271,2.3097043438356272e-07,0.13631087061338804,7.950845750036709e-06,0.05566714133820506,8.465693023304407e-06,0.00015868038614655068,0.41222435,0.13459076,0.01106369,0.03457248,0.40838373
108,0.0187,0.00174,870,0.6,b,0.00015556276448842294,1.6279903993053675e-07,0.054079931523501955,1.2236453432728572e-05,0.02148232843773462,1.8654315369715468e-05,0.00016249301356266414,0.45197976,0.02116682,0.0110448,0.03458725,0.39723291
109,0.0187,0.00174,870,0.6,b,0.00033508338838935097,2.8001744888450955e-06,0.1962607895906629,1.7716256271599225e-05,0.045183472174677095,8.068223449405763e-06,0.00033713515624668347,0.2324803,0.60047873,0.05124511,0.02356635,0.2302216
110,0.0187,0.00174,870,0.6,b,0.00033073170675979724,1.6111190292711835e-06,0.21444264155375134,1.704516120633523e-05,0.04995288390719602,6.618070054050789e-06,0.0003328323923456439,0.23485878,0.70758037,0.04992273,0.02372089,0.23294287
111,0.0187,0.00174,870,0.6,b,0.0003319045682887419,2.1648313490595e-06,0.20876450554573903,1.4510182737569697e-05,0.04807177485429446,4.6789250073349795e-06,0.0003353649318642343,0.23362601,0.67298316,0.05027744,0.02367894,0.23026795
112,0.0187,0.00174,870,0.6,b,0.00033189647913334225,1.8213199288674823e-06,0.2470893441672082,2.1114447322502995e-05,0.05722386324222435,5.101829385318128e-06,0.00033416635250734867,0.23316132,0.94273216,0.05027498,0.02367923,0.23159179
113,0.0187,0.00174,870,0.6,b,0.00033137379075562026,1.5749117385685558e-06,0.248061941747364,2.2946750631102872e-05,0.056643577541289215,4.906985790446799e-06,0.00033481835302048927,0.23073683,0.94867199,0.05011676,0.02369789,0.22834449
114,0.0187,0.00174,870,0.6,b,0.0003343399423003131,2.2328382040423658e-06,0.2405773444673817,1.8457143339402965e-05,0.05516828508231926,5.9965358936562e-06,0.0003361459999942731,0.23064727,0.90027536,0.05101797,0.02359254,0.22931621
115,0.0187,0.00174,870,0.6,b,0.00032991660834820377,1.2892981612469797e-06,0.28422856703524935,2.6184085122435144e-05,0.0654720307845592,5.39478506586203e-06,0.00033060583067321986,0.23071298,1.23998741,0.04967696,0.02375017,0.23034993
116,0.0187,0.00174,870,0.6,b,0.0003332521747470718,1.473143000154826e-06,0.2788984466982823,2.9936146996148404e-05,0.06318686496255338,5.063897194610251e-06,0.0003357980765927399,0.2279715,1.20598756,0.05068654,0.02363101,0.22655868
117,0.0187,0.00174,870,0.6,b,0.0003276319350317966,7.535343860808148e-07,0.2903677989259372,2.698992271730407e-05,0.06640828595075311,5.1898083105659905e-06,0.00033113123969534975,0.2304774,1.28517059,0.04899132,0.02383283,0.22870403
118,0.0187,0.00174,870,0.6,b,0.0003303321089661933,1.0874764188417735e-06,0.3114354233581704,2.8940742232037355e-05,0.070350717953599,5.1285990643370856e-06,0.00033458530206648184,0.22778822,1.49061145,0.04980217,0.02373523,0.22589183
119,0.0187,0.00174,870,0.6,b,0.0003342132682387125,9.567907875721276e-07,0.31082539155985944,4.2539528059117755e-05,0.07125794174345634,5.3093889881222275e-06,0.0003351239885296751,0.22965694,1.50222267,0.05097932,0.02359701,0.22925393
120,0.0187,0.00174,870,0.6,b,0.0003302478982585447,7.449554459405594e-07,0.31365333982611626,3.381769223916346e-05,0.07155858874505282,4.91020856036363e-06,0.0003329837128628281,0.22933811,1.51153268,0.04977678,0.02373825,0.22814547
121,0.0187,0.00174,870,0.6,b,0.00033163758498397583,1.4882073305503147e-06,0.08257558919889431,7.522569427250299e-06,0.009230304383430336,4.9326183628476555e-05,0.00033233316870679206,0.1204003,0.10520703,0.05019658,0.02368847,0.11178006
122,0.0187,0.00174,870,0.6,b,0.0003295522604825154,3.1887737175468825e-07,0.36959000128004155,6.16742616985969e-05,0.08613215295164091,5.174038116436706e-06,0.00033221218596194443,0.2338661,2.09431676,0.0495673,0.0237633,0.23304784
123,0.0187,0.00174,870,0.6,b,0.00032995113750299216,1.103000404564715e-06,0.08345864763251515,2.567721876599359e-05,0.011458030159666066,2.9451991228391207e-05,0.000330446052379089,0.14227648,0.10692271,0.04968736,0.02374893,0.13728991
