tt,zc,vv,ff,rcn,b2,b3,b4,a1,a2,a3
5.1142071644727,1.15715405374785,0.301067357165874,0,0,-0.0151861486666176,-9.82348683378814e-05,-4.64491471689297e-05,-0.0240326668668674,-0.0427616906523708,-0.0652579812512821
5.16291389937244,1.17246584806306,0.300294348130362,0,0,-0.0182018463313013,-0.000231779657840679,-3.42695068238956e-05,-0.0242681763632336,-0.0431551027000711,-0.0656464705505134
5.21162063427218,1.18773822719969,0.299521339094851,0,0,-0.0208146604130124,-0.000340200520911863,-1.90776159405272e-05,-0.0245033219015749,-0.0435457131989396,-0.0660232708119345
5.26032736917192,1.20297119115775,0.298748330059339,0,0,-0.0229847352273476,-0.000418201873411015,-3.53414053360508e-06,-0.0247381000685815,-0.0439334977969481,-0.0663883201577967
5.30903410407166,1.21816473993724,0.297975321023827,0,0,-0.0246812942659969,-0.000462883867812944,1.00688730884831e-05,-0.0249725074564472,-0.0443184323252971,-0.0667415587998527
5.3577408389714,1.23331887353816,0.297202311988316,0,0,-0.0258830164474735,-0.000473756965260104,2.00797363724891e-05,-0.025206540662918,-0.0447004927999215,-0.0670829290490868
5.40644757387114,1.24843359196051,0.296429302952804,0,0,-0.0265782286825106,-0.000452596535867011,2.56238966221479e-05,-0.0254401962913422,-0.0450796554229838,-0.067412375325074
5.45515430877088,1.26350889520428,0.295656293917292,0,0,-0.0267649151290082,-0.000403158864697956,2.66073374025866e-05,-0.0256734709507188,-0.0454558965843559,-0.067729844164961
5.50386104367062,1.27854478326949,0.294883284881781,0,0,-0.0264505469075238,-0.000330787501751694,2.36071267775961e-05,-0.0259063612557478,-0.0458291928630888,-0.0680352842320757
5.55256777857036,1.29354125615612,0.294110275846269,0,0,-0.0256517393013367,-0.000241943990122766,1.76826439582659e-05,-0.0261388638268782,-0.0461995210288664,-0.0683286463241572
5.6012745134701,1.30849831386418,0.293337266810758,0,0,-0.0243937465177408,-0.000143699483039207,1.01471459977847e-05,-0.026370975290358,-0.0465668580434527,-0.0686098833812068
5.64998124836984,1.32341595639367,0.292564257775246,0,0,-0.0227098068870571,-4.32236475154992e-05,2.33879405257228e-06,-0.0266026922782825,-0.0469311810621237,-0.0688789504929622
5.69868798326958,1.33829418374459,0.291791248739734,0,0,-0.0206403538763463,5.26952517652389e-05,-4.57582713015857e-06,-0.0268340114286435,-0.0472924674350853,-0.0691358049059879
5.74739471816932,1.35313299591694,0.291018239704223,0,0,-0.0182321104559532,0.000138069748671216,-9.74254324395574e-06,-0.0270649293853777,-0.0476506947088835,-0.0693804060303854
5.79610145306906,1.36793239291071,0.290245230668711,0,0,-0.0155370861459807,0.000208048864727231,-1.26932800509558e-05,-0.027295442798416,-0.0480058406277931,-0.0696127154461198
